	module	trimmed_erpe_2018_pw_0hr_WHONDRS.PP48.000085_95ID.sorted	trimmed_erpe_2018_pw_3hr_WHONDRS.PP48.000086_95ID.sorted	trimmed_erpe_2018_pw_6hr_WHONDRS.PP48.000087_95ID.sorted	trimmed_erpe_2018_pw_9hr_WHONDRS.PP48.000088_95ID.sorted	trimmed_erpe_2018_pw_12hr_WHONDRS.PP48.000089_95ID.sorted	trimmed_erpe_2018_pw_15hr_WHONDRS.PP48.000090_95ID.sorted	trimmed_erpe_2018_pw_18hr_WHONDRS.PP48.000091_95ID.sorted	trimmed_erpe_2018_pw_21hr_WHONDRS.PP48.000092_95ID.sorted	trimmed_erpe_2018_pw_24hr_WHONDRS.PP48.000093_95ID.sorted	trimmed_erpe_2018_pw_27hr_WHONDRS.PP48.000094_95ID.sorted	trimmed_erpe_2018_pw_30hr_WHONDRS.PP48.000095_95ID.sorted	trimmed_erpe_2018_pw_33hr_WHONDRS.PP48.000096_95ID.sorted	trimmed_erpe_2018_pw_36hr_WHONDRS.PP48.000097_95ID.sorted	trimmed_erpe_2018_pw_39hr_WHONDRS.PP48.000098_95ID.sorted	trimmed_erpe_2018_pw_42hr_WHONDRS.PP48.000099_95ID.sorted	trimmed_erpe_2018_pw_45hr_WHONDRS.PP48.000100_95ID.sorted	trimmed_erpe_2018_pw_48hr_WHONDRS.PP48.000101_95ID.sorted
erpe_2018_pw_0hr_WHONDRS-PP48-000085_B_bin.27	grey	4396.742824	5102.470833	0	0	0	0	0	0	4223.150498	0	0	0	0	0	0	0	0
erpe_2018_pw_0hr_WHONDRS-PP48-000085_B_bin.28	grey	1338.706692	0	0	0	0	0	0	0	2798.268193	0	1517.418725	0	0	0	0	0	0
erpe_2018_pw_0hr_WHONDRS-PP48-000085_B_bin.36	grey	758.7862864	2238.154158	0	0	0	3280.418909	3201.709597	0	2240.516234	0	0	0	0	0	0	0	0
erpe_2018_pw_0hr_WHONDRS-PP48-000085_B_bin.5	turquoise	3362.78395	3982.323068	0	0	0	0	7465.338735	3698.278624	0	0	0	0	0	0	0	0	0
erpe_2018_pw_0hr_WHONDRS-PP48-000085_B_bin.9	grey	593.9268052	1502.82363	1665.864846	1621.890372	2430.18973	2141.806521	2345.299319	2085.642736	2972.174125	1593.220212	1678.445776	3064.297828	2711.598021	2840.178172	2766.827339	0	0
erpe_2018_pw_0hr_WHONDRS-PP48-000085_F_bin.10	grey	3002.592979	2912.770476	0	0	0	0	3482.92984	0	1650.284654	0	0	0	0	0	0	0	0
erpe_2018_pw_0hr_WHONDRS-PP48-000085_F_bin.14	grey	7164.980544	17308.84002	33134.01258	37402.17938	23795.96392	27982.04316	39635.82246	32705.31219	30443.00211	34925.10198	12746.64744	38427.93732	63527.46887	37152.03161	53629.64214	2462.004156	52416.91396
erpe_2018_pw_12hr_WHONDRS-PP48-000089_B_bin.14	turquoise	0	0	0	0	3963.212643	0	4322.097336	0	0	0	0	0	0	0	0	228.2660648	0
erpe_2018_pw_12hr_WHONDRS-PP48-000089_B_bin.9	turquoise	419.1842607	0	0	4366.572595	5132.028646	0	8713.22197	1948.037743	0	0	0	0	0	5624.627238	0	303.5038658	0
erpe_2018_pw_15hr_WHONDRS-PP48-000090_B_bin.10	blue	3902.1274	5569.961845	2997.488606	2727.339649	0	4861.790114	4423.251252	0	2642.179399	3345.604925	932.4490752	3484.243987	0	0	0	0	3373.216815
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_bin.17	grey	359.5992811	782.6506614	716.7746972	0	1064.373119	1462.360147	1694.229805	819.3026614	1073.738058	0	313.9533964	1688.989497	2168.651639	2530.101425	2938.678681	0	1289.462002
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_bin.35	turquoise	0	0	0	5741.670936	4227.209738	0	8944.567323	0	0	0	0	0	0	5399.704565	0	299.6368255	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_bin.40	turquoise	0	0	0	0	2745.634919	0	4068.285817	0	0	0	0	0	0	0	0	194.21674	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_bin.43	grey	0	0	0	7472.411938	0	0	8337.643826	0	0	0	854.2160005	5235.110597	0	0	11464.49533	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_bin.69	turquoise	456.1186274	0	0	6366.323304	3772.23602	3154.578061	8136.12231	0	0	3226.300037	839.3249975	4829.687661	0	4481.957643	0	0	0
erpe_2018_pw_21hr_WHONDRS-PP48-000092_B_bin.4	grey	557.399225	0	3392.294199	4368.170989	3134.751822	3554.081539	5717.976446	4493.64759	3316.298153	4125.60686	1520.584126	5370.626589	9825.527531	5889.451951	8662.219764	390.8754571	6497.616043
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_bin.14	grey	1770.482845	1726.869979	4801.981405	4956.619733	3732.184657	3723.099222	7659.614912	6764.707691	5057.667928	7481.690343	3875.302672	7994.523013	12697.14979	8127.867233	10224.22201	384.3727417	8836.723294
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_bin.22	brown	402.1824333	0	0	0	0	3684.475581	3238.44178	8924.682433	10165.58818	8549.475939	2970.457262	6637.215298	16503.25878	9121.071365	11467.39752	383.6602101	8131.945631
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_bin.4	grey	23135.59486	20299.45569	24145.5238	23004.16608	7132.724489	19815.57661	21394.75531	12507.69418	19541.40172	24412.30042	5495.93732	22028.86592	21954.26809	21673.49526	21954.26809	0	21954.26809
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_bin.7	grey	1966.433759	2708.962198	4243.606189	0	0	0	5214.84664	3377.071926	5137.956129	0	0	0	0	0	0	0	0
erpe_2018_pw_27hr_WHONDRS-PP48-000094_A_bin.9	blue	0	0	0	6293.436538	0	7080.058884	7707.917171	0	8121.904673	12918.82912	5759.890983	19849.87106	14077.62818	11786.03723	10696.86503	387.5203327	11538.2066
erpe_2018_pw_27hr_WHONDRS-PP48-000094_B_bin.5	turquoise	0	0	0	4347.391867	0	0	4439.426892	0	0	2577.245833	0	0	0	0	0	0	0
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_bin.32	brown	0	0	0	0	0	0	1106.065557	0	1753.855101	2839.346755	1085.409457	5019.307773	5071.221061	3941.719686	4606.196409	206.7310083	3689.109112
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_bin.6	turquoise	0	0	0	5243.851131	0	0	5344.813415	0	0	0	825.7784395	0	0	0	0	0	0
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_bin.9	grey	885.8608472	0	3600.065685	4781.195994	5741.265237	3583.206277	6406.732954	5795.090418	4222.43959	4521.463492	1866.276632	5321.227175	13604.99845	5600.217889	9830.560132	419.1138447	7558.111613
erpe_2018_pw_3hr_WHONDRS-PP48-000086_B_bin.13	grey	4380.804189	5189.175426	3729.546467	0	0	4143.877104	4500.534866	0	2772.897655	0	767.8822201	0	0	0	0	0	0
erpe_2018_pw_3hr_WHONDRS-PP48-000086_B_bin.19	turquoise	3868.909583	4476.434279	0	0	0	0	2863.200629	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_42hr_WHONDRS-PP48-000099_B_bin.12	brown	0	0	0	0	0	0	1917.992826	0	1523.965143	2971.595744	785.0706921	6762.196838	7723.471047	7694.963536	16094.94579	397.523446	0
erpe_2018_pw_48hr_WHONDRS-PP48-000101_A_bin.11	brown	0	0	0	0	0	0	881.2353931	748.1618152	976.0770363	1501.447222	563.9520625	1552.655296	3003.833231	1682.127344	2636.021311	112.3517034	3271.618355
erpe_2018_pw_6hr_WHONDRS-PP48-000087_B_bin.3	grey	1457.571561	2047.026164	3947.715049	0	0	0	3785.492942	0	2998.122277	0	0	0	0	0	0	0	0
erpe_2018_pw_9hr_WHONDRS-PP48-000088_B_bin.13	grey	690.0486101	0	4025.210348	5517.5761	3703.122997	4215.629153	6636.730337	4896.283872	3817.88836	4869.10506	1771.144396	6374.058583	11501.17915	6949.976843	10249.71986	471.6751552	7680.177724
erpe_2018_pw_9hr_WHONDRS-PP48-000088_B_bin.18	turquoise	1326.456871	0	0	35250.10173	19886.96715	11555.06306	57620.15749	0	0	0	0	0	0	0	0	1091.342428	0
erpe_2018_pw_9hr_WHONDRS-PP48-000088_B_bin.19	grey	0	0	0	9232.243711	0	0	8330.847811	0	0	0	926.0501985	5799.368503	0	0	12344.482	0	0
erpe_2018_sw_33hr_WHONDRS-SW48-000096_F_bin.5	grey	6159.154655	6947.452201	6442.39325	7918.443779	16202.16033	10978.53456	9401.753817	15553.10561	8884.442641	6003.66578	10433.77687	8978.011145	0	9330.501346	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_A_bin.76	grey	2560.952254	2085.822795	0	0	0	0	3099.376208	0	2058.657016	0	754.5909364	0	0	0	0	0	0
