	SW48_000085	SW48_000086	SW48_000087	SW48_000088	SW48_000089	SW48_000090	SW48_000091	SW48_000092	SW48_000093	SW48_000094	SW48_000095	SW48_000096	SW48_000098	SW48_000099	SW48_000100	PP48_000085-4	PP48_000086-4	PP48_000087-4	PP48_000088-4	PP48_000089-4	PP48_000090-4	PP48_000091-4	PP48_000092-4	PP48_000093-4	PP48_000094-4	PP48_000095-4	PP48_000096-4	PP48_000097-4	PP48_000098-4	PP48_000099-4	PP48_000100-4	PP48_000101-4
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_240611__full-cat_2	6.340208723	4.342511036	3.82068426	3.946606633	5.951342885	5.12829898	3.304187111	1.969021228	3.421117367	4.65422276	2.461321936	2.786511626	3.059947941	2.050513139	1.20084278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_306103__full-cat_1	8.725057875	8.590875492	8.693772569	6.909356655	10.19065563	8.718108266	10.95489165	11.61501286	9.883954764	8.39948339	8.791223865	8.231532577	9.95728988	7.812544602	10.26208022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_419815__full-cat_2	3.855644623	5.931234586	5.605195472	4.483255694	5.696576494	4.504858712	5.044878744	4.996825942	6.253514728	5.26861383	3.852024016	4.401309883	4.535101997	3.348872987	3.122923448	7.64513949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_563126__full-cat_1	3.731000939	4.566109166	4.621426471	4.449715127	4.585795031	4.253471507	4.403845598	3.463960299	3.394952034	0	3.669908267	5.809335192	0	4.584553394	3.913722352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_576858__full-cat_2	8.725057875	9.708866138	23.55326016	8.027375531	18.09860439	20.85508252	0	0	6.652536066	15.26719726	16.1034471	0	6.837538396	5.377000612	2.954512571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_605278__full-cat_2	9.38982419	11.27405304	13.52110418	12.16404537	12.53450642	12.73024806	15.53593341	16.28314184	13.7302588	13.17995089	11.91478489	12.14052592	14.30301399	13.61486999	12.35989398	11.67563144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_700398__full-cat_2	3.157639993	3.624643358	2.705364753	0	2.914527509	0	1.584342085	1.346393328	0	2.213491114	1.633523078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_703490__full-cat_1	1.961060627	0	2.024733875	0	0	2.182040938	1.693786768	1.05246239	1.844656018	1.834756893	1.539705875	2.392658393	0	1.625188361	2.083169334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_760491__full-cat_2	3.930430833	3.448118519	3.151492556	3.689462291	3.240628489	3.328366593	2.110718896	2.702268299	1.720370684	2.541727439	2.373023391	3.524986439	3.259293084	8.475155835	1.907436244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_762581__full-cat_2	2.542731152	0	3.752049214	3.286975496	3.301772423	3.529476357	3.424055098	2.648538988	3.453824034	2.550143755	3.934803902	6.163803102	3.179555027	3.702564118	5.773564218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_783717__full-cat_2	4.121551149	4.424889294	4.838770785	3.532939649	5.013802568	5.812072177	3.78887071	4.124514772	4.009837373	4.40173328	3.051818454	3.328059822	3.947033826	2.936979518	1.490070156	5.373989265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_820263__full-cat_1	6.9800463	6.025381167	6.674758281	5.645995325	7.490131885	6.284680122	6.759512119	6.447517344	6.966520069	6.598391761	5.446916481	5.090553041	6.847505653	4.154751513	4.008911109	8.204930039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_807560__full-cat_2	7.486930615	0	5.702428455	5.131706642	4.045690283	7.732670423	4.669639829	2.537919817	1.687664017	3.383359041	4.530819079	3.593910754	5.631500282	3.156357561	1.497392369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_841177__lt2gene-cat_1	15.11512407	9.026303428	14.02442785	14.925552	16.23371441	15.00278839	12.2525929	9.920959286	7.71877341	13.67651354	13.79664762	14.31656503	11.69159262	11.73448676	7.486961843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_854971__full-cat_1	2.667374836	3.142142132	3.454630679	0	3.118340621	0	3.663791072	2.006947801	3.336080033	2.785800603	3.813393403	3.07205522	0	1.728161729	2.822712753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_887415__full-cat_2	5.251653883	12.7097884	8.167570545	4.33791324	3.617682747	4.73613494	3.246858944	1.488617975	3.113674697	8.037581801	4.823308009	3.731759386	5.641467539	2.099761271	2.478568786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_888168__full-cat_2	5.027295252	3.612875036	5.313496524	5.019904754	5.645623216	4.243416019	4.356940734	5.063197444	4.291114709	4.098745903	4.155550264	2.796357957	3.398834684	1.768455655	2.928884828	4.366366278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_889777__full-cat_2	2.152180943	0	2.688205992	0	2.435566694	0	2.178470367	1.713016863	1.576461349	0	1.56729917	0	0	2.010219213	3.382861977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_932128__full-cat_1	11.7912925	14.65156163	13.02921968	12.80131613	15.41846196	14.19834933	13.07603385	10.90388963	14.23394147	12.06058086	10.39715365	8.999546382	8.292757938	7.597643662	7.454011888	8.972642791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_933397__full-cat_1	5.20179641	0	5.113310971	5.131706642	3.943783727	4.927189216	5.02924379	4.936775535	4.493896044	4.166076431	3.48227386	0	3.468605484	2.166917815	3.408489719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_953660__full-cat_1	2.268515048	0	2.722523515	0	0	0	1.917887787	1.725659054	1.792325351	0	1.396220739	0	0	1.974402389	2.009947213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1048135__full-cat_1	6.099230934	7.190445103	7.70428398	6.439788727	7.133458938	7.471227729	8.375124114	6.393788033	10.1652321	6.573142813	6.655502813	6.803814606	6.458782625	5.059126304	4.898559875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1041305__full-cat_1	3.863954202	0	4.158139906	0	3.770542581	3.871362955	3.226012338	3.561937278	3.447282701	3.762093262	3.399493974	0	0	2.766849607	4.071149911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1048507__lt2gene-cat_1	12.80506113	7.614104717	11.74231255	10.36403498	12.03516429	12.59952671	10.64740421	8.002506821	6.024568059	11.26944715	10.34748572	11.09681485	10.25630759	9.710836242	6.070113807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1083111__full-cat_1	0	0	10.38677038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1092848__full-cat_2	0	0	2.282115299	0	0	0	1.782384846	1.567631668	0	0	0	0	0	1.875906125	1.980658365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1100527__full-cat_1	19.00400701	26.50226248	19.18921511	22.36037752	21.3799955	21.00591484	19.03816328	16.80463222	23.73195757	20.54422741	22.56579685	20.30313418	16.38617073	16.9950827	22.74279069	8.796708619	0	0	0	0	0	0	0	0	0	26.16069465	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1129925__full-cat_1	3.581428518	2.965617293	3.98655229	2.672065114	4.483888475	3.971917837	5.09699526	5.410857693	4.343445376	5.058205929	3.603684359	2.59943134	5.651434796	2.40420427	5.491659053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1165571__full-cat_1	4.719840832	3.930619746	5.038956337	4.494435882	3.872449138	4.253471507	4.14847467	4.658647336	3.551944035	3.896754318	2.836590751	0	3.040013427	1.661005185	2.976479207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1176388__full-cat_1	2.983138836	8.802705299	11.02736415	0	5.248187647	0	3.371938582	5.796444514	3.551944035	4.359651699	3.278083475	0	4.515167483	0	0.984837524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1274248__full-cat_1	5.259963462	4.201291165	5.370692396	5.131706642	4.066071594	4.766301405	4.612311662	3.985450672	4.402317377	4.553226968	4.729490805	4.893626425	3.578245312	5.269550141	5.191448358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_B_k121_1350571__full-cat_1	17.89883301	23.58371847	15.20838241	11.05720669	14.62359082	13.44418772	12.30992107	13.54610752	18.70821352	18.10349576	11.91478489	10.66357629	10.24634034	11.13903207	8.310710701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_F_scaffold_68__full-cat_2	24.33875668	13.34527782	26.9792929	23.80262187	31.18340621	29.51285785	39.68151525	46.06814353	34.10651234	39.30419582	29.83938948	21.62254251	34.62625129	20.45588326	26.94940153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_F_scaffold_308__full-cat_1	15.14005281	17.86431369	15.73458443	13.80753312	13.88986362	13.70563041	10.38682163	12.03536571	13.61905613	12.8180493	12.28453504	13.64701454	7.575115424	10.66893627	10.74900732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_F_scaffold_329__full-cat_2	9.07406019	12.33320208	11.62220122	7.356564205	6.715642057	7.52150517	6.921073319	3.855868216	5.527426721	9.089621304	4.558412374	4.529312184	7.435573824	3.380212707	2.665285194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_6hr_WHONDRS-SW48-000087_F_scaffold_347__full-cat_2	9.331657137	11.01514995	10.67274975	10.16279158	10.49637529	10.91020469	11.01221982	10.23069296	14.71800015	12.05216454	9.238235248	8.891236743	9.219712851	7.727479647	7.457672994	4.222420137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_A_NODE_53_length_37749_cov_5.359152__full-cat_1	94.99510632	76.18812046	111.8865651	92.69494502	124.7540062	121.0278559	164.0575806	193.0494152	158.8104922	269.8775896	126.8132663	105.8086711	175.4237256	91.35528516	168.5060664	33.90731322	62.95011132	91.90353387	57.2767054	13.0860275	0	64.22771344	122.7381313	129.6170035	140.5215843	49.19569592	121.5719865	54.0394585	47.84823252	0	43.37964481	117.3128179
erpe_2018_sw_9hr_WHONDRS-SW48-000088_A_NODE_293_length_17321_cov_2.823718__full-cat_1	14.20107039	19.04114595	16.52960705	15.54046238	13.38033084	15.45528536	14.42585162	15.74584873	14.54138414	13.38194248	14.60237184	17.16215464	11.27296782	15.91610089	21.16119289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_A_NODE_692_length_11424_cov_3.049571__full-cat_2	12.52253545	16.12260195	16.51244829	9.65968309	9.467119076	10.77948335	7.911287122	4.731339934	5.874117391	12.10266244	6.600316222	5.55333059	10.42575096	3.966713191	3.207128887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_58532__full-cat_1	13.63601902	11.52118782	19.0576646	19.81129449	21.49209271	20.20147579	23.74949632	27.00688025	22.12933089	23.85183961	22.82517383	18.1369414	23.47289056	15.16842471	32.45936611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_74802__full-cat_2	7.511859352	6.507882393	6.783430438	9.614962335	5.288950269	5.319353256	5.430540962	5.935508614	3.04172003	4.191325379	4.884013258	6.26226641	5.800943654	16.39515091	3.562256173	0	0	0	0	0	0	12.75109017	0	0	0	0	0	0	6.168233688	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_77818__full-cat_1	0	0	0	110.1024989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_91549__full-cat_1	21.92066921	13.25113124	22.76967671	25.32312755	24.15185383	27.14981813	23.78076623	17.36088861	11.29688278	24.5335612	19.59675828	24.10381788	17.64204513	20.2141197	11.33844539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_113811__full-cat_2	12.31479597	9.379353106	6.920700532	15.30567842	6.257062554	9.019772912	8.182293005	9.589101776	4.454648044	6.699387554	7.499857647	8.201993585	11.34273862	19.55150847	4.052844381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_129230__full-cat_2	9.913327662	8.296667427	8.344877748	12.32056802	0	6.958397831	6.900226712	11.3526874	0	7.911337061	8.835373137	8.625385811	13.62524051	26.67010212	6.798673908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_149153__full-cat_2	12.00734155	7.696482975	15.73458443	21.64484544	14.13443935	17.74793667	20.30459462	18.95380466	16.53649083	17.58168417	22.08015485	16.45321882	15.19009988	12.51350267	9.313853754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_154290__full-cat_1	9.531087032	6.343125877	9.671821983	10.50937744	8.794535805	9.602991227	13.31055817	16.14723829	11.63703211	14.53497777	15.49087595	11.31343413	17.86132479	17.38011355	25.40075367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_165844__full-cat_2	9.032512296	6.755017168	9.214255005	10.17397177	9.803410711	10.24654247	14.11315252	16.67188921	13.1611628	14.18990881	10.82760905	8.389073871	15.72833176	13.39996905	9.775153115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_223816__full-cat_1	5.127010199	5.731173102	5.456486204	6.082022686	5.890198951	6.596400256	5.732816755	5.976595734	7.313210739	5.655764367	5.121315597	4.686853477	4.186247997	4.772591717	4.33108844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_241008__full-cat_1	8.292959771	10.30905059	9.71757868	10.20751234	9.701504155	10.33704187	10.19920217	9.905156548	13.48168813	8.626723923	8.52632823	7.561982081	9.070203994	7.606597868	6.300763487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_244671__full-cat_2	9.772064821	8.814473621	8.247644766	11.44851329	7.062124348	6.807565509	6.743877164	7.904529842	4.134122707	5.428523834	6.776913312	8.044452291	6.757800339	21.14088001	4.517804848	0	0	0	0	0	0	19.90249524	0	0	0	0	0	0	7.767405385	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_291357__full-cat_2	8.14338735	8.72032704	10.25521988	8.642285913	7.510513196	7.943835675	7.614222981	9.83246395	7.875765411	8.045998117	7.648861442	8.694310126	8.043576509	12.45530033	16.27727743	0	0	0	0	0	0	0	6.999952978	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_313046__full-cat_2	6.082611776	4.248364456	5.656671757	8.373961383	8.31557499	7.420950288	8.541896965	8.754717178	6.109605394	7.019207562	10.15985131	9.452477601	9.32935268	9.048225009	9.302870436	0	0	0	0	0	0	0	0	0	0	7.134734906	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_341333__full-cat_2	6.697520617	3.612875036	6.371620159	6.003761365	7.153840249	5.429963626	6.603162571	5.075839635	4.441565377	6.472147021	6.247122043	4.716392469	6.349142796	5.950069786	8.402238351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_392922__full-cat_2	25.54364563	29.4325748	26.58464138	27.36910209	29.01279656	27.93414621	30.32138898	25.66048692	32.37305899	28.85954764	28.31072092	27.36295339	25.70555616	19.60971081	16.87403772	33.683397	29.24453991	21.3980759	16.50243668	0	34.05752091	21.28554999	7.224851065	24.13441602	20.2120087	21.87985371	25.7915497	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_355264__full-cat_2	22.55219721	14.13375543	28.22616291	37.81139839	26.51608594	32.39878297	34.21970438	33.93480085	31.42456564	31.42652403	38.64716932	28.898981	27.05113587	22.00048377	17.28042049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_450949__full-cat_2	6.622734406	3.9070831	5.107591384	6.741653823	7.041743037	7.612004564	7.890440515	7.553709046	6.292762729	6.800383346	8.829854478	9.491862924	8.880826109	8.211006762	8.241149686	0	0	0	0	0	0	0	0	0	0	8.153982749	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_466456__full-cat_1	6.065992618	7.531726459	7.755760265	6.998798165	8.111761878	7.491338706	6.519776146	5.635256581	6.37125873	5.201283302	6.622390858	6.744736621	5.751107368	6.576864195	6.154319246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_479921__full-cat_1	4.586887569	3.930619746	5.147628495	4.595057581	5.971724196	6.324902075	6.816840287	6.905796763	8.098170747	7.221199147	6.407163156	6.085032455	7.505344624	5.775462772	11.25057885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_B_k121_507074__full-cat_1	8.866320717	10.55618536	7.080848974	6.283266084	10.51675661	10.03537722	12.91447265	11.87417778	17.0794215	12.45614771	10.87175833	10.3780327	13.35612456	9.012408186	15.87821688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_9hr_WHONDRS-SW48-000088_F_scaffold_166__full-cat_2	21.92897879	17.9702286	26.2643445	20.20260109	24.08051924	20.55341787	25.38074327	31.03657859	25.87097359	40.26365585	22.58787149	16.64029911	22.75524804	17.1517813	21.87510856	8.508816337	0	0	0	0	0	13.15588668	11.3011289	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_A_NODE_852_length_11871_cov_3.732885__full-cat_2	11.81622124	8.155447556	13.09785473	11.42615291	14.15482066	14.53018044	17.55805422	21.77301323	17.63543484	18.13716103	13.65316249	10.69311529	17.78158673	18.65608788	13.11408182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_A_NODE_948_length_11202_cov_2.635034__full-cat_2	10.38697366	10.43850214	11.34766104	9.335457616	12.92175133	10.55826261	11.35097717	9.661794373	10.79974144	10.04066501	8.807779842	9.304782638	9.777879251	6.711177283	6.348357866	14.10672182	0	0	0	0	0	8.062197222	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_A_NODE_971_length_11086_cov_1.663655__full-cat_1	2.924971783	3.730558262	4.552791424	4.282012296	4.025308972	5.882460595	4.497655327	4.333110921	5.115322717	3.366526409	4.155550264	4.214229597	2.790831998	3.304101958	5.58684781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_A_NODE_1065_length_10628_cov_4.371012__full-cat_1	15.09850491	19.6884037	19.16633676	17.89948221	19.59663077	19.31659282	20.31501792	20.51195469	20.49399754	17.05145626	15.45224534	17.19169364	17.59220885	14.14764524	11.30549544	25.38250287	17.34845588	17.07037516	0	0	0	8.39952765	0	16.0333533	18.73127546	7.984108109	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_4632__full-cat_1	6.082611776	4.754402327	7.652807695	5.657175514	6.4303037	6.737177091	6.23834696	5.414018241	5.645170722	4.52797802	4.845382645	5.090553041	3.707819655	3.671224398	7.413739722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_14504__full-cat_1	29.05028794	31.92745919	30.32525142	31.21508702	35.47367223	33.94732815	34.71481128	31.70345416	41.79257908	31.39285876	27.57673927	27.61895799	27.47972793	24.57481795	21.43577584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_32666__full-cat_1	23.44132216	10.40319717	19.61818415	19.06222184	23.63213039	19.25625989	18.73067583	10.68897238	9.674632096	22.1685764	17.79767543	20.76591173	10.90417931	14.702806	11.68258936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_20388__full-cat_2	11.80791166	7.649409685	10.43824667	10.62117932	9.6913135	12.10680779	16.0101937	19.57011147	14.54792548	17.30394574	16.30763749	14.34610403	21.01097804	20.44692905	28.95934874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_69503__full-cat_2	7.088070826	6.354894199	7.098007735	5.42239155	7.378034673	7.159507595	7.838323999	8.280635021	8.745762753	8.626723923	7.025252969	5.878259508	8.133281824	5.981409506	7.047629118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_72465__full-cat_1	4.728150411	5.366355102	6.405937682	6.014941554	7.214984183	7.058952713	7.160809292	6.558136514	7.980426745	5.941919112	6.357495224	6.990894892	3.887230283	5.166576774	8.457154942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_132325__full-cat_1	4.844484516	5.272208521	6.194312955	5.321769851	5.666004528	5.389741673	5.467022524	4.184565178	5.017202716	4.384900647	5.126834256	6.449346696	3.887230283	4.356221145	7.227023314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_208234__full-cat_1	19.75186911	30.33873564	27.8715485	14.80256992	16.05028261	16.72227687	14.66558759	8.78000156	12.72289346	20.70413741	11.45121753	10.01371846	18.62880359	7.217089913	5.429420251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_240690__full-cat_1	8.209863982	8.532033879	8.733809679	7.244762318	9.20216203	8.124834462	11.2832257	10.27494063	9.072829423	10.0322487	8.06276087	8.49738351	10.52542354	7.830453014	12.22077195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_287084__full-cat_1	3.465094413	3.612875036	3.917917243	3.823624557	5.268568958	4.072472719	4.351729082	4.051822174	4.38923471	3.87150537	3.471236542	3.918839672	3.548343541	3.147403355	2.566435331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_468691__full-cat_1	106.2712049	77.62385581	120.9692696	92.65022427	122.2165329	129.7258532	171.5936288	199.794024	163.0689003	156.383568	128.9765806	89.32591333	160.7419558	95.86820491	136.7423104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_B_k121_475004__full-cat_2	9.938256399	6.143064393	8.064617975	11.57149537	10.72056972	11.5839224	11.36661213	11.48226986	9.785834763	10.46148082	14.30988291	13.35162461	13.38602633	13.36862933	11.80340586	0	0	0	0	0	0	0	0	15.41452212	0	10.05657872	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_F_scaffold_277__full-cat_2	8.700129139	4.978000456	9.065545738	9.380178371	11.69887266	10.8197053	14.57698951	16.48857744	12.00988812	11.95116875	10.40819097	7.699830712	11.84110148	6.92160112	10.26574132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_F_scaffold_373__full-cat_2	16.49451417	11.05045491	16.73551219	16.52431899	19.58644011	18.8238739	24.90648297	30.97968873	22.73767489	26.23365704	18.98418713	14.83842057	24.96797913	23.61671792	17.26943717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_F_scaffold_376__full-cat_2	27.35513383	25.94915131	33.52250067	27.81630964	34.72975437	35.74726054	39.44177927	42.69899967	39.66010439	34.66680569	30.16499036	27.3334144	33.58965655	20.57228793	19.32697876	26.42211389	19.16591316	20.91722027	0	0	25.56726074	11.6716328	0	14.6269188	0	8.120007821	0	0	0	0	0	0
erpe_2018_sw_12hr_WHONDRS-SW48-000089_F_scaffold_625__full-cat_1	24.12270763	30.60940706	23.28443956	20.80633129	24.88558104	27.6023151	21.12282392	18.88427261	24.03940024	24.23899014	26.63304857	22.11485905	16.57554862	16.66377708	20.53148265	7.597157443	0	0	0	0	0	0	0	0	0	11.9591747	0	0	0	0	0	0
erpe_2018_sw_15hr_WHONDRS-SW48-000090_A_NODE_59_length_37134_cov_3.602589__full-cat_1	64.19149723	30.09160087	59.09477512	56.75063816	68.98054793	56.00906925	43.26191989	27.83494375	29.84156296	64.51106231	63.65221347	58.91059738	37.36724701	38.73141739	35.94473906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
