	SW48_000085	SW48_000086	SW48_000087	SW48_000088	SW48_000089	SW48_000090	SW48_000091	SW48_000092	SW48_000093	SW48_000094	SW48_000095	SW48_000096	SW48_000098	SW48_000099	SW48_000100	PP48_000085-4	PP48_000086-4	PP48_000087-4	PP48_000088-4	PP48_000089-4	PP48_000090-4	PP48_000091-4	PP48_000092-4	PP48_000093-4	PP48_000094-4	PP48_000095-4	PP48_000096-4	PP48_000097-4	PP48_000098-4	PP48_000099-4	PP48_000100-4	PP48_000101-4
erpe_2018_sw_21hr_WHONDRS-SW48-000092_F_scaffold_290__full-cat_1	4.561958832	4.895622198	5.856857309	4.24847173	6.471066322	6.113736823	6.46765963	6.962686622	7.888848078	5.807258055	6.109155567	5.89795217	6.498651653	6.290329608	11.38603977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_21hr_WHONDRS-SW48-000092_F_scaffold_345__full-cat_1	12.48098755	12.16844556	14.12166084	10.65471989	12.87079805	11.66436631	12.54444539	9.336257958	9.498016094	7.44843968	10.81105308	13.82424849	9.319385423	7.736433852	13.42527583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_21hr_WHONDRS-SW48-000092_F_scaffold_799__full-cat_2	3.165949572	3.871778133	4.118102796	4.527976449	4.463507164	4.313804436	5.738028407	6.390627485	5.677877389	5.748343843	4.608080306	5.523791598	5.960419768	5.242687524	4.902220982	4.606276513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_21hr_WHONDRS-SW48-000092_F_scaffold_921__full-cat_1	8.06860114	4.460194262	8.236205591	10.45347649	7.24555615	8.52705399	7.551683162	8.334364332	4.036002707	9.072788672	8.438029686	10.70296162	6.568422453	9.760084374	3.686733778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_21hr_WHONDRS-SW48-000092_F_scaffold_2384__full-cat_1	4.453934306	4.471962585	5.078993448	5.578914192	5.197234369	5.560684972	5.22728655	3.928560813	4.77517338	4.199741695	4.64119226	5.159477357	3.917132055	4.772591717	3.829516913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_65_length_44824_cov_5.638768__full-cat_1	56.79597198	60.65393464	51.9452911	39.57786822	55.31487873	49.81488852	43.23586164	46.12503339	49.45248049	64.92346179	44.35346277	44.84019062	43.7163898	44.96354466	47.23559007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_93_length_38248_cov_3.989166__full-cat_2	37.28508065	35.3167361	40.16294143	33.96541346	39.82508218	36.60197703	41.50038165	37.2502154	43.61106976	39.96908479	35.95958236	32.10888485	40.158079	24.99118852	25.96822511	56.39489925	50.11776142	0	0	0	0	32.28252193	0	0	0	32.03835722	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_287_length_22573_cov_2.604161__full-cat_1	6.298660828	7.166908458	7.612770585	6.462149104	7.541085163	8.346055203	11.01743147	9.222478241	11.10718411	7.801924952	8.399399072	9.176780337	9.478861537	8.040876851	13.02621527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_310_length_21755_cov_3.028759__full-cat_2	11.1597645	7.496421491	11.33622186	12.24230669	14.93950115	15.63628414	19.46551871	24.51952919	18.64934152	18.84413157	14.60237184	11.85498232	20.72192759	16.40410511	15.73543374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_426_length_18615_cov_1.832161__full-cat_1	0	0	0	0	0	0	0	0	4.997578716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_967_length_11518_cov_1.777368__full-cat_1	2.118942627	0	2.613851358	0	0	2.906036089	2.730905436	2.259791618	2.963224029	2.684804811	2.78692282	2.382812062	3.010111655	1.916200051	3.338928704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_988_length_11319_cov_1.782166__full-cat_1	0	0	0	0	0	0	0	0	4.69667738	0	1.589373806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_1022_length_11080_cov_2.729389__full-cat_2	3.049615467	2.965617293	4.747257389	3.320516062	4.381981919	4.072472719	4.99797388	4.696573909	4.75554938	3.585350625	4.508744443	4.263461251	4.844086968	3.912987955	6.033502747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_1118_length_10370_cov_2.085815__full-cat_2	12.45605881	7.072761878	8.71093133	9.950367998	11.54601282	9.592935739	7.468296736	5.856494921	5.972237392	9.872338694	8.719481297	7.473365103	6.060092339	5.475496876	6.641246348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_1137_length_10232_cov_3.966155__full-cat_2	7.794385035	10.81508846	10.74138479	10.92304442	9.94607989	10.83981628	11.72621609	11.73511368	12.28462412	10.36048502	9.260309884	9.570633571	9.518730566	8.640808643	6.330052335	16.32989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_A_NODE_1145_length_10190_cov_1.988771__full-cat_1	0	0	1.916061717	0	2.802430297	2.594315955	2.298338354	2.202901759	2.989389363	2.945710608	3.587128382	4.430848875	3.608147083	4.888996393	6.02984164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_10634__full-cat_2	5.185177252	5.578184908	4.615706883	4.013687766	6.409922388	5.188631909	5.920436212	3.568258373	4.964872049	5.773592791	4.072770378	4.60808283	3.079882455	3.160834664	3.115601236	6.045737923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_23700__full-cat_2	9.306728401	11.8271642	7.412585032	5.813698156	6.990789759	6.988564296	6.446813023	6.352700913	9.380272093	8.618307607	6.335420588	5.740410876	4.634774569	5.332229582	4.012572215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_26823__full-cat_2	8.990964401	6.896237039	8.808164313	12.28702745	14.16501132	10.91020469	12.2525929	15.1674685	11.09410144	10.42781555	15.94892465	13.67655353	16.11705479	16.30560885	9.134459559	4.878174779	0	0	0	0	0	0	0	21.54657654	0	10.60017757	0	0	7.208964475	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_84358__full-cat_2	7.769456299	4.81324394	7.14948402	7.736690623	6.552591567	8.155000927	10.34512842	11.44750383	9.439144093	11.54718558	11.79337439	8.389073871	12.15008645	12.35680407	19.18053452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_89637__full-cat_1	0	0	2.665327643	0	2.996052754	0	3.027969577	2.225025593	2.65578136	0	2.527545844	0	0	1.611757053	1.713397625	5.342001234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_91321__full-cat_2	3.099472941	0	4.266812063	3.532939649	4.911896011	4.454581271	6.30609843	6.96584717	4.899458715	5.512686994	4.46459517	3.869608018	5.810910911	2.775803813	5.118226238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_143789__full-cat_2	13.30363587	9.555877944	12.02257233	12.62243311	11.62753807	14.0575725	19.27789925	21.41271079	17.80550951	20.10657898	21.84285251	15.54735639	23.00442947	23.67044316	33.56135903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_151271__full-cat_2	2.044156417	0	1.715876165	0	0	0	1.980427606	1.969021228	1.471800015	1.767426365	1.27481024	0	0	0	1.241114946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_154470__full-cat_2	0	0	0	0	0	0	0	0	6.547874731	0	2.831072092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_155766__full-cat_1	6.963427143	5.778246392	7.864432422	6.875816089	6.460875666	7.250006989	7.838323999	6.080893809	6.515168064	5.142369089	5.518659049	6.675812305	5.232809997	5.023309481	7.369806449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_171829__full-cat_2	7.628193457	5.213366908	7.647088108	8.821168933	10.75114168	10.44765224	11.06433634	10.57203212	8.300952082	9.274780256	11.74370646	11.95344563	12.59861302	11.23752834	10.92474041	3.518683447	0	0	0	0	0	0	0	13.44551382	0	9.920679012	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_241626__full-cat_1	18.15642996	13.96899892	12.20559912	8.832349122	11.92306708	12.23752913	9.261104885	5.240188116	13.4947708	7.869255481	7.737159986	0	6.707964053	2.887731386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_254117__full-cat_1	102.3407741	78.89483465	70.16789597	117.1460178	60.57325704	81.57012024	76.19955798	94.59203265	44.21287244	66.33740289	69.11568593	71.52374718	108.7029063	173.5593719	40.44789948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_271823__full-cat_1	13.89361597	16.86400627	15.99196586	15.75288597	16.96744162	17.69765922	18.07400773	15.86911009	22.49564556	16.68955467	14.41473744	14.13933108	14.33291576	13.10448026	11.03457359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_327023__full-cat_2	4.88603241	5.966539554	6.108519147	4.930463244	6.674879435	7.250006989	8.177081353	6.820461975	8.019674746	6.068163852	6.622390858	6.61673432	7.914002167	5.896344551	9.994819477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_336014__full-cat_2	14.46697692	13.01576479	18.69733061	15.30567842	18.65909045	18.97470623	20.66941023	24.05176813	20.67715487	17.51435364	16.62220105	16.20706055	17.43273273	10.34658486	10.59890197	15.19431489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_336163__full-cat_1	4.138170307	5.025073747	3.689133754	0	4.188359462	4.62552457	4.237072747	3.659914257	7.901930745	6.977125982	4.955755826	6.272112741	5.472024168	4.696480967	5.231720525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_341349__full-cat_1	5.476012514	6.543187361	5.130469733	4.494435882	6.450685011	6.254513658	5.024032138	3.925400266	5.802162724	6.379567545	3.554016427	3.288674499	3.528409026	3.823445897	2.108797076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_341408__full-cat_2	5.068843147	6.248979296	6.017005751	5.679535891	7.296509428	6.767343556	6.764723771	6.551815419	8.058922746	5.857755951	5.077166325	6.173649433	5.053399368	4.790500128	3.587883915	15.45021914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_345595__full-cat_1	3.731000939	3.165678777	3.786366737	2.962750022	5.197234369	5.098132515	6.347791643	6.551815419	6.116146727	6.059747536	4.779158736	4.716392469	7.674787995	4.736774893	7.684661569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_400995__full-cat_1	0	0	0	0	0	0	1.683363465	1.85524151	1.910069352	2.154576902	1.401739398	0	0	0	1.266742688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_412115__full-cat_1	9.971494715	11.59179775	11.21039094	9.100673652	11.33200906	11.925809	10.65782751	8.663061295	9.426061426	8.323736546	9.674209312	10.8900419	8.153216338	9.934691388	8.636549138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_419035__full-cat_2	4.952509042	4.919158843	5.719587216	7.188861374	7.683754341	7.984057627	7.44745013	11.16937563	7.515992074	6.884546506	11.66644523	9.777406518	12.15008645	13.82529383	7.677339356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_461082__full-cat_1	7.985505351	6.908005361	7.589892236	6.719293446	8.80472646	6.314846587	7.296312234	7.405163303	8.333658749	7.599933368	6.478905723	5.090553041	7.286064967	4.871087981	5.121887344	9.852313653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_453848__full-cat_1	2.102323469	0	2.173443142	0	0	0	2.027332471	2.373571336	1.792325351	0	1.307922195	0	0	0	1.46810352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_494697__full-cat_1	0	0	0	0	0	0	0	0	5.04336805	0	1.903937372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_496664__full-cat_1	7.262571984	4.424889294	5.427888268	6.518050048	5.452000759	4.967411169	4.654004875	7.708575884	4.526602711	5.260197514	5.22065146	4.972397071	5.691303825	8.519926864	4.096777654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_500769__full-cat_2	12.3812726	14.60448834	12.57737229	13.39386614	12.55488773	14.44973654	12.0910317	9.835624498	11.36229611	10.57930924	12.14104991	12.27837455	9.857617308	11.52406293	11.42997304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_520430__full-cat_1	6.115850092	7.025688587	6.617562409	6.149103819	7.347462706	7.843280793	8.760786332	9.781895187	9.942826765	9.18220078	7.54400692	9.08816336	9.279516394	8.439339011	8.134977611	7.613151459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_561139__full-cat_1	11.85776913	16.06376034	9.963520931	7.412465149	9.29387793	9.934822337	7.614222981	8.293277212	12.44161612	11.00012504	7.83097719	7.335516471	6.827571139	7.087253928	6.048147171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_584315__full-cat_1	13.81882976	0	9.202815831	8.921790632	12.81984478	9.86443392	9.563380678	4.478496116	6.894565401	12.22049086	12.93021815	11.67774837	7.126588853	7.476761883	11.63499498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_630320__full-cat_2	0	0	0	0	0	0	0	0	20.14730687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_B_k121_674739__full-cat_2	3.830715886	3.930619746	3.111455446	3.085732098	5.166662402	4.102639184	3.502229872	2.898222257	4.42848271	3.87150537	2.924889296	2.579738679	3.089849712	2.475837917	1.717058731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_F_scaffold_61__full-cat_2	34.95839855	31.55087287	34.05442229	44.25118712	42.4848433	45.3200853	50.33413111	57.15534493	49.91691516	45.2292823	61.33989533	44.88942227	62.90335979	66.34618823	44.14195547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_F_scaffold_175__full-cat_2	11.7912925	6.472577425	12.65744651	11.75037839	17.08972948	16.16922502	20.17430333	22.76542521	17.16445884	19.47535528	14.91141675	12.16021858	18.37962216	10.03766476	13.97078063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_F_scaffold_453__full-cat_1	12.88815692	13.49826601	11.1417559	9.827385922	11.18933988	11.55375594	11.08518294	10.01893627	11.28380011	13.59235038	10.20951924	11.07712219	8.203052623	10.82563487	12.24639969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_24hr_WHONDRS-SW48-000093_F_scaffold_488__full-cat_2	8.567175876	5.425196715	10.92441158	13.25970387	9.049302195	10.9001492	12.20568804	12.27240679	10.3614721	11.21053294	14.96108468	10.96881255	9.448959766	8.202052556	6.388630032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_97_length_39088_cov_4.387618__full-cat_1	33.9529395	38.10582855	36.78838497	32.18776345	27.85106182	37.54719292	34.06856648	51.70023957	31.59464031	49.53001979	36.97501563	43.36324099	28.00799255	35.80786918	40.0341945	0	0	0	0	0	0	0	0	0	0	39.03719241	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_336_length_21374_cov_2.921024__full-cat_1	9.323347558	0	6.674758281	6.216184952	9.507881698	7.702503958	7.176444247	3.37862551	5.121864051	9.805008166	7.974462325	8.812466096	5.372351597	5.873959036	8.332677337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_352_length_20691_cov_1.924626__full-cat_1	5.58403704	12.41558033	7.138044846	0	0	4.675802011	3.361515279	1.615039884	3.224877365	7.726178108	4.657748237	0	5.472024168	1.974402389	1.815908594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_421_length_19176_cov_2.148512__full-cat_2	4.836174937	11.17990646	7.023653101	0	0	4.022195278	3.054027835	1.431728116	2.649240026	8.323736546	5.485547094	0	5.452089654	1.902768743	1.962352835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_454_length_18539_cov_9.164404__full-cat_1	24.20580342	34.24581874	30.48539986	31.99770024	32.82410177	31.8557866	33.86531207	30.73316601	34.95034435	29.75167714	27.67607513	26.58509325	21.01097804	19.94101642	18.83639055	16.68175834	0	22.41989414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_709_length_14955_cov_1.384610__full-cat_1	4.387457675	0	3.997991464	4.438534938	4.178168806	3.660197703	3.371938582	4.096069842	3.375328033	3.282363249	2.770366842	0	2.990177141	1.719207523	3.024073585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_807_length_13836_cov_2.474943__full-cat_2	6.67259188	4.883853876	7.715723155	7.22240194	9.721885466	9.301326581	12.22653464	17.35456752	11.78094145	12.38881718	9.839769084	7.424133449	14.25317771	10.61073393	9.599420025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_972_length_12451_cov_1.552256__full-cat_2	6.124159671	0	2.67104723	0	0	0	1.954369348	1.810993842	2.570744025	7.00237493	3.890654629	2.441890047	0	1.611757053	3.452422991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_1099_length_11548_cov_2.644514__full-cat_2	2.476254521	0	2.922709067	0	3.199865866	3.278089152	3.913950348	5.145371685	4.245325375	4.132411167	3.36638202	2.668355656	4.325789597	3.769720662	3.05702354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_1126_length_11386_cov_2.760014__full-cat_2	4.620125885	4.060071294	7.075129386	6.920536844	7.836614176	7.310339918	9.949042896	10.91021072	9.498016094	12.05216454	7.450189716	7.059819208	9.32935268	5.502359493	11.6459783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_1208_length_10935_cov_3.278497__full-cat_1	14.01825965	18.53510808	21.36265825	14.23238029	16.29485834	14.97262192	14.95744008	16.3400317	18.66896552	14.82113251	19.66298219	15.56704905	19.7650709	23.39733988	32.75957681	0	0	0	0	0	0	9.580184147	6.297146454	0	0	0	0	12.63863518	8.452764683	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_1269_length_10642_cov_3.934570__full-cat_1	8.051981982	19.77078195	11.55928576	7.054699109	7.133458938	7.923724698	6.087209063	2.512635436	4.670512046	14.98945884	8.846410455	6.232727418	8.930662394	3.348872987	3.448761885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_1245_length_10737_cov_2.745240__full-cat_1	8.932797349	5.225135231	9.260011703	11.06838687	14.8579759	12.54924927	9.511264162	7.702254788	6.528250731	11.60609979	10.28126181	11.75651902	9.169876566	8.493064247	3.170517827	3.758593683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_1290_length_10532_cov_1.559827__full-cat_2	4.320981043	3.401045229	4.329727523	4.483255694	4.504269786	3.599864774	5.623372071	3.96016629	3.682770703	4.797300133	4.663266896	3.623449747	4.146378969	4.338312733	6.809657226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_1303_length_10467_cov_1.776402__full-cat_2	6.356827881	4.342511036	6.325863461	5.880779289	6.807357958	5.228853862	7.098269473	5.075839635	4.42848271	6.640473341	6.462349746	5.139784695	5.621533025	5.462065567	8.621904714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_A_NODE_1330_length_10346_cov_3.572854__full-cat_2	7.37059651	4.919158843	9.740457029	13.37150576	8.244240401	10.15604308	12.56008034	12.31033336	10.64274944	11.68184664	14.34851353	9.974333135	8.84095708	7.628983382	5.14385398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_44236__full-cat_2	14.1179746	12.94515485	13.74416808	10.55409819	14.26691788	15.5055628	15.63495479	16.71297633	18.31573351	16.9167952	12.95781145	11.90421398	17.2533221	11.76582648	14.1318693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_108556__full-cat_1	8.367745982	16.67571311	12.22847747	0	7.592038441	8.838774124	4.184956231	3.944363552	5.285397386	8.710887083	6.214010089	0	7.904034909	2.162440712	1.673125458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_111972__full-cat_1	8.342817245	8.331972395	9.334366337	8.899430254	10.97533611	10.24654247	11.31970727	12.19655364	12.70326946	11.64818137	10.55719476	10.28941572	10.19650405	10.69579889	18.47760216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_124148__full-cat_1	5.259963462	5.331050134	5.13618932	0	4.432935197	4.223305042	4.122416412	4.273060514	5.219984052	5.403274886	4.790196054	7.286284817	4.535101997	5.811279595	6.289780169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_126579__full-cat_2	2.260205469	0	2.167723555	0	2.60880784	2.473650096	2.44947625	2.917185544	2.374504023	3.13086956	2.212982279	0	3.847361255	1.85352061	2.024591638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_175161__full-cat_1	3.747620097	0	3.403154394	0	4.759036177	4.23336053	3.226012338	3.527171253	4.474272044	5.100287509	4.326628694	4.302846574	4.425462169	5.403863229	5.733292052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_188451__full-cat_2	9.996423452	10.9916133	10.62699305	10.88950385	10.771523	11.81519863	11.63240636	10.78694936	14.65912814	11.52193663	9.92254897	10.00387213	9.249614623	8.242346483	7.984872263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_193816__full-cat_2	11.20962198	6.366662522	10.65559098	10.9454048	9.487500387	10.62865102	14.29556033	16.28314184	12.45469879	15.54493569	16.35730542	11.78605801	19.43615142	17.4517472	27.54250071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_208641__full-cat_1	46.533642	29.76208783	43.97218652	46.3642428	40.04927661	50.67966051	63.33199019	75.90371399	57.85155257	70.99162565	73.03393385	56.19301007	83.54554932	80.48935636	118.6967188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_208192__full-cat_2	5.783466935	4.577877488	5.290618175	5.847238722	6.532210256	4.705968476	6.420754766	5.281275236	4.297656042	6.404816493	5.750442729	5.582869583	5.521860454	5.721737537	8.545021487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_279189__full-cat_1	8.567175876	9.979537558	7.309632462	4.908102866	7.602229096	6.847787461	6.462447978	5.916545328	9.157866757	8.769801295	6.627909518	6.49857835	6.060092339	6.7380399	5.927330671	0	0	0	0	5.65654092	0	29.04414983	11.86337412	0	0	0	0	0	10.50884258	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_337349__full-cat_1	9.763755242	7.414043233	9.431599319	9.603782146	9.232733996	9.170605235	9.855233167	8.625134722	8.647642752	9.300029204	9.348608429	11.26420247	6.010256053	7.467807677	11.41166751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
erpe_2018_sw_27hr_WHONDRS-SW48-000094_B_k121_390741__full-cat_1	3.165949572	3.189215422	3.248725539	3.063371721	3.047006032	3.489254404	3.351091976	2.572685842	3.054802697	2.659555863	3.592647041	3.830222694	2.54165057	2.807143533	3.672089354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
